medical,simple
He is scheduled for a coronary artery bypass graft.,He is scheduled for a coronary artery bypass graft (heart bypass surgery).
The patient has chronic obstructive pulmonary disease.,The patient has chronic obstructive pulmonary disease (a lung disease that makes it hard to breathe).
She has been experiencing nocturia.,She has been experiencing nocturia (frequent urination at night).
The patient was admitted with a diagnosis of pyelonephritis.,The patient was admitted with pyelonephritis (kidney infection).
She was found to have a hemothorax.,She was found to have a hemothorax (blood in the chest cavity).
The patient is suffering from congestive heart failure.,The patient has congestive heart failure (a condition where the heart doesn't pump blood well).
He is on a diuretic medication.,He is on a diuretic medication (water pill).
The imaging showed a subdural hematoma.,The imaging showed a subdural hematoma (a blood clot on the brain's surface).
She has been diagnosed with rheumatoid arthritis.,She has been diagnosed with rheumatoid arthritis (a disease causing joint inflammation).
He is experiencing dysphagia.,He is experiencing dysphagia (difficulty swallowing).
The patient was found to have an aortic aneurysm.,The patient was found to have an aortic aneurysm (a bulge in the main artery).
She underwent a total hip arthroplasty.,She had a total hip arthroplasty (hip replacement surgery).
He is suffering from chronic renal failure.,He is suffering from chronic renal failure (long-term kidney failure).
The CT scan showed a pulmonary embolism.,The CT scan showed a pulmonary embolism (a blood clot in the lung).
She was diagnosed with hyperthyroidism.,She was diagnosed with hyperthyroidism (overactive thyroid).
He has been diagnosed with atrial fibrillation.,He has been diagnosed with atrial fibrillation (irregular heartbeat).
The patient was found to have a peptic ulcer.,The patient was found to have a peptic ulcer (a sore in the stomach lining).
She was treated for bacterial endocarditis.,She was treated for bacterial endocarditis (heart infection).
The patient has chronic bronchitis.,The patient has chronic bronchitis (long-term inflammation of the airways).
He underwent an esophagogastroduodenoscopy.,"He had an esophagogastroduodenoscopy (a scope to examine the esophagus, stomach, and small intestine)."
The patient has been diagnosed with macular degeneration.,The patient has been diagnosed with macular degeneration (a condition that affects vision).
She has a history of venous insufficiency.,She has a history of venous insufficiency (poor blood flow in the veins).
The patient was treated for osteomyelitis.,The patient was treated for osteomyelitis (bone infection).
He is experiencing polyuria.,He is experiencing polyuria (frequent urination).
The patient underwent a carotid endarterectomy.,The patient had a carotid endarterectomy (surgery to remove plaque from the neck artery).
She has been diagnosed with hypothyroidism.,She has been diagnosed with hypothyroidism (underactive thyroid).
The patient is suffering from cirrhosis.,The patient has cirrhosis (liver damage).
He has a prescription for bronchodilators.,He has a prescription for bronchodilators (medication to open the airways).
The patient was admitted with acute appendicitis.,The patient was admitted with acute appendicitis (sudden inflammation of the appendix).
She has been diagnosed with endometriosis.,She has been diagnosed with endometriosis (a condition where tissue similar to the lining of the uterus grows outside it).
The patient is experiencing tinnitus.,The patient is experiencing tinnitus (ringing in the ears).
He has a prescription for an antiemetic.,He has a prescription for an antiemetic (medicine to prevent vomiting).
The patient was treated for cellulitis.,The patient was treated for cellulitis (a skin infection).
She is experiencing menorrhagia.,She is experiencing menorrhagia (heavy menstrual bleeding).
The patient has a diagnosis of glaucoma.,The patient has glaucoma (a condition that damages the optic nerve).
He is suffering from diabetic neuropathy.,He is suffering from diabetic neuropathy (nerve damage caused by diabetes).
The patient underwent a percutaneous coronary intervention.,The patient had a percutaneous coronary intervention (a procedure to open blocked heart arteries).
She has been diagnosed with ulcerative colitis.,She has been diagnosed with ulcerative colitis (a condition causing inflammation of the colon).
The patient is experiencing hematemesis.,The patient is experiencing hematemesis (vomiting blood).
He has a history of benign prostatic hyperplasia.,He has a history of benign prostatic hyperplasia (enlarged prostate).
The patient was admitted with a diagnosis of septicemia.,The patient was admitted with septicemia (blood infection).
She underwent a mastectomy.,She had a mastectomy (breast removal surgery).
The patient was diagnosed with celiac disease.,The patient was diagnosed with celiac disease (a condition where eating gluten damages the small intestine).
He is experiencing orthopnea.,He is experiencing orthopnea (difficulty breathing when lying down).
The patient has been prescribed a proton pump inhibitor.,The patient has been prescribed a proton pump inhibitor (medicine to reduce stomach acid).
She has a history of epilepsy.,She has a history of epilepsy (a condition that causes seizures).
The patient underwent a cystoscopy.,The patient had a cystoscopy (a procedure to look inside the bladder).
He is suffering from gout.,He is suffering from gout (a type of arthritis causing severe pain).
The patient was diagnosed with diverticulitis.,The patient was diagnosed with diverticulitis (inflammation of pouches in the colon).
The patient has a history of tuberculosis.,The patient has a history of tuberculosis (a bacterial infection that affects the lungs).
He is experiencing dyspepsia.,He is experiencing dyspepsia (indigestion).
The patient underwent an angioplasty.,The patient had an angioplasty (a procedure to open narrowed or blocked blood vessels).
She has been diagnosed with fibromyalgia.,She has been diagnosed with fibromyalgia (a condition causing widespread pain).
The patient is experiencing hematuria.,The patient is experiencing hematuria (blood in the urine).
He has a prescription for a statin medication.,He has a prescription for a statin medication (medicine to lower cholesterol).
The patient was treated for otitis media.,The patient was treated for otitis media (middle ear infection).
She is experiencing paresthesia.,She is experiencing paresthesia (tingling or numbness).
The patient has a diagnosis of chronic sinusitis.,The patient has chronic sinusitis (long-term sinus infection).
He has been diagnosed with sleep apnea.,He has been diagnosed with sleep apnea (a condition where breathing stops during sleep).
The patient underwent a lithotripsy.,The patient had a lithotripsy (a procedure to break up kidney stones).
She is suffering from psoriasis.,"She is suffering from psoriasis (a skin condition causing red, itchy patches)."
The patient was diagnosed with deep vein thrombophlebitis.,The patient was diagnosed with deep vein thrombophlebitis (a blood clot in a deep vein with inflammation).
He is experiencing sialorrhea.,He is experiencing sialorrhea (excessive saliva production).
The patient has a history of nephrolithiasis.,The patient has a history of nephrolithiasis (kidney stones).
She has been diagnosed with systemic lupus erythematosus.,She has been diagnosed with systemic lupus erythematosus (an autoimmune disease).
The patient underwent a tonsillectomy.,The patient had a tonsillectomy (tonsil removal surgery).
The patient has a prescription for a beta blocker.,The patient has a prescription for a beta blocker (medicine to manage heart conditions).
She is experiencing hirsutism.,She is experiencing hirsutism (excessive hair growth).
The patient has a history of thrombocytopenia.,The patient has a history of thrombocytopenia (low platelet count).
He is suffering from hyperlipidemia.,He is suffering from hyperlipidemia (high cholesterol).
The patient underwent a spinal fusion.,The patient had a spinal fusion (surgery to join two or more vertebrae).
She has been diagnosed with polymyalgia rheumatica.,She has been diagnosed with polymyalgia rheumatica (a condition causing muscle pain and stiffness).
The patient is experiencing diplopia.,The patient is experiencing diplopia (double vision).
He has a prescription for an anticonvulsant.,He has a prescription for an anticonvulsant (medicine to prevent seizures).
She is experiencing amenorrhea.,She is experiencing amenorrhea (absence of menstrual periods).
The patient has a diagnosis of osteoarthritis.,The patient has osteoarthritis (a type of arthritis causing joint pain).
He is suffering from peripheral neuropathy.,He is suffering from peripheral neuropathy (nerve damage in the limbs).
The patient underwent a hysterectomy.,The patient had a hysterectomy (uterus removal surgery).
She has been diagnosed with hyperparathyroidism.,She has been diagnosed with hyperparathyroidism (overactive parathyroid glands).
The patient is experiencing vertigo.,The patient is experiencing vertigo (a spinning sensation).
He has a history of Barrett's esophagus.,He has a history of Barrett's esophagus (a condition where the esophagus lining changes).
The patient was diagnosed with systemic sclerosis.,The patient was diagnosed with systemic sclerosis (a condition causing hardening of the skin and organs).
She has been diagnosed with hyperemesis gravidarum.,She has been diagnosed with hyperemesis gravidarum (severe morning sickness).
The patient underwent an open reduction and internal fixation.,The patient had an open reduction and internal fixation (surgery to fix a broken bone).
He is experiencing dysmenorrhea.,He is experiencing dysmenorrhea (painful menstrual cramps).
The patient has a diagnosis of hyperglycemia.,The patient has hyperglycemia (high blood sugar).
She is suffering from coxalgia.,She is suffering from coxalgia (hip pain).
The patient was treated for aortic dissection.,The patient was treated for aortic dissection (a tear in the main artery's wall).
He has a history of nephrotic syndrome.,He has a history of nephrotic syndrome (a kidney disorder causing protein loss in urine).
The patient underwent a percutaneous nephrolithotomy.,The patient had a percutaneous nephrolithotomy (a procedure to remove kidney stones).
She has been diagnosed with Ménière's disease.,She has been diagnosed with Ménière's disease (a condition affecting the inner ear and causing vertigo).
The patient is experiencing hyperhidrosis.,The patient is experiencing hyperhidrosis (excessive sweating).
He has a prescription for an antipyretic.,He has a prescription for an antipyretic (medicine to reduce fever).
The patient was diagnosed with mitral valve prolapse.,The patient was diagnosed with mitral valve prolapse (a condition where the heart valve doesn't close properly).
She underwent a bilateral salpingo-oophorectomy.,She had a bilateral salpingo-oophorectomy (removal of both ovaries and fallopian tubes).
The patient has a history of thrombophlebitis.,The patient has a history of thrombophlebitis (inflammation of a vein with a blood clot).
He is suffering from peptic ulcer disease.,He is suffering from peptic ulcer disease (sores in the stomach lining).
The patient was treated for acute otitis externa.,The patient was treated for acute otitis externa (outer ear infection).
She has been diagnosed with erythema multiforme.,She has been diagnosed with erythema multiforme (a skin reaction causing red patches).
The patient is experiencing aphasia.,The patient is experiencing aphasia (difficulty speaking or understanding language).
He has a prescription for an antipsychotic medication.,He has a prescription for an antipsychotic medication (medicine to treat mental disorders).
The patient underwent a total knee arthroplasty.,The patient had a total knee arthroplasty (knee replacement surgery).
She has been diagnosed with temporal arteritis.,She has been diagnosed with temporal arteritis (inflammation of blood vessels in the temples).
The patient is suffering from hyperkalemia.,The patient has hyperkalemia (high potassium levels in the blood).
He is experiencing diplopia.,He is experiencing diplopia (double vision).
The patient has been diagnosed with Guillain-Barré syndrome.,The patient has been diagnosed with Guillain-Barré syndrome (a condition where the immune system attacks the nerves).
She underwent a laparoscopic appendectomy.,She had a laparoscopic appendectomy (appendix removal surgery using small incisions).
The patient has a history of Graves' disease.,The patient has a history of Graves' disease (an autoimmune disorder causing overactive thyroid).
He is suffering from hypernatremia.,He is suffering from hypernatremia (high sodium levels in the blood).
The patient was diagnosed with pericarditis.,The patient was diagnosed with pericarditis (inflammation of the lining around the heart).
She has been diagnosed with Addison's disease.,She has been diagnosed with Addison's disease (a disorder where the adrenal glands don't produce enough hormones).
He has a prescription for an anti-inflammatory medication.,He has a prescription for an anti-inflammatory medication (medicine to reduce inflammation).
The patient was treated for hypertensive crisis.,The patient was treated for hypertensive crisis (severely high blood pressure).
She is suffering from polymyositis.,She is suffering from polymyositis (a condition causing muscle inflammation).
The patient was diagnosed with bronchiectasis.,The patient was diagnosed with bronchiectasis (a condition causing damage to the airways).
He has a prescription for a corticosteroid.,He has a prescription for a corticosteroid (medicine to reduce inflammation).
The patient is experiencing hemoptysis.,The patient is experiencing hemoptysis (coughing up blood).
She has a history of chronic pancreatitis.,She has a history of chronic pancreatitis (long-term inflammation of the pancreas).
The patient underwent a thoracotomy.,The patient had a thoracotomy (surgery to open the chest).
He is suffering from ankylosing spondylitis.,He is suffering from ankylosing spondylitis (a type of arthritis affecting the spine).
The patient has been diagnosed with Wilson's disease.,The patient has been diagnosed with Wilson's disease (a genetic disorder causing excess copper in the body).
She underwent a nephrectomy.,She had a nephrectomy (kidney removal surgery).
The patient has a history of hemochromatosis.,The patient has a history of hemochromatosis (a condition causing excess iron in the body).
He is experiencing epistaxis.,He is experiencing epistaxis (nosebleed).
The patient was diagnosed with toxic epidermal necrolysis.,The patient was diagnosed with toxic epidermal necrolysis (a severe skin reaction).
She has been diagnosed with acromegaly.,She has been diagnosed with acromegaly (a condition where the body produces too much growth hormone).
The patient is experiencing diplopia.,The patient is experiencing diplopia (double vision).
He has a prescription for an anxiolytic medication.,He has a prescription for an anxiolytic medication (medicine to reduce anxiety).
The patient was treated for idiopathic thrombocytopenic purpura.,The patient was treated for idiopathic thrombocytopenic purpura (a condition causing low platelet count).
She is experiencing dysuria.,She is experiencing dysuria (painful urination).
The patient has a diagnosis of myasthenia gravis.,The patient has myasthenia gravis (a condition causing muscle weakness).
He is suffering from hypocalcemia.,He is suffering from hypocalcemia (low calcium levels in the blood).
The patient underwent a tracheostomy.,The patient had a tracheostomy (a procedure to create an opening in the neck to help with breathing).
She has been diagnosed with Sjögren's syndrome.,She has been diagnosed with Sjögren's syndrome (a condition causing dry eyes and mouth).
The patient is experiencing melena.,"The patient is experiencing melena (black, tarry stools)."
He has a prescription for an antidepressant.,He has a prescription for an antidepressant (medicine to treat depression).
The patient was diagnosed with ankylosing spondylitis.,The patient was diagnosed with ankylosing spondylitis (a type of arthritis affecting the spine).
She is experiencing paresthesia.,She is experiencing paresthesia (tingling or numbness).
The patient has a history of cardiomyopathy.,The patient has a history of cardiomyopathy (a disease of the heart muscle).
He is suffering from hypothyroidism.,He is suffering from hypothyroidism (underactive thyroid).
The patient underwent a laparoscopic hysterectomy.,The patient had a laparoscopic hysterectomy (uterus removal surgery using small incisions).
She has been diagnosed with Turner syndrome.,She has been diagnosed with Turner syndrome (a genetic disorder affecting females).
The patient is experiencing hemoptysis.,The patient is experiencing hemoptysis (coughing up blood).
He has a prescription for an antihistamine.,He has a prescription for an antihistamine (medicine to reduce allergy symptoms).
She is experiencing dysphagia.,She is experiencing dysphagia (difficulty swallowing).
The patient has a diagnosis of multiple sclerosis.,The patient has multiple sclerosis (a condition affecting the nerves).
He is suffering from hyperglycemia.,He is suffering from hyperglycemia (high blood sugar).
He was diagnosed with atrial fibrillation.,He was diagnosed with atrial fibrillation (an irregular and often rapid heart rate).
The patient presented with severe dyspnea.,The patient presented with severe dyspnea (difficulty breathing).
She underwent a cholecystectomy.,She underwent a cholecystectomy (surgery to remove the gallbladder).
He was given a prescription for antihypertensives.,He was given a prescription for antihypertensives (medication to lower blood pressure).
The patient was experiencing acute renal failure.,The patient was experiencing acute renal failure (sudden kidney failure).
She had a myocardial infarction.,She had a myocardial infarction (heart attack).
He was prescribed a bronchodilator.,He was prescribed a bronchodilator (medication to open the airways).
She was diagnosed with hyperlipidemia.,She was diagnosed with hyperlipidemia (high cholesterol levels).
The patient is being treated for deep vein thrombosis.,The patient is being treated for deep vein thrombosis (a blood clot in a deep vein).
He has been experiencing chronic gastritis.,He has been experiencing chronic gastritis (long-term inflammation of the stomach lining).
She has been diagnosed with osteoarthritis.,She has been diagnosed with osteoarthritis (a type of joint disease).
He was given a diuretic.,He was given a diuretic (medication to help remove excess fluid from the body).
The patient has peripheral neuropathy.,The patient has peripheral neuropathy (nerve damage in the extremities).
She was found to have a peptic ulcer.,She was found to have a peptic ulcer (a sore in the stomach lining).
He is suffering from obstructive sleep apnea.,He is suffering from obstructive sleep apnea (a sleep disorder causing breathing pauses).
The patient has been diagnosed with macular degeneration.,The patient has been diagnosed with macular degeneration (a condition that causes vision loss).
She underwent a mastectomy.,She underwent a mastectomy (surgery to remove a breast).
He was diagnosed with rheumatoid arthritis.,He was diagnosed with rheumatoid arthritis (a type of inflammatory joint disease).
The patient presented with tachycardia.,The patient presented with tachycardia (a fast heart rate).
She is being treated for chronic obstructive pulmonary disease.,She is being treated for chronic obstructive pulmonary disease (a lung disease that makes it hard to breathe).
He was given an anticoagulant.,He was given an anticoagulant (medication to prevent blood clots).
The patient is suffering from congestive heart failure.,The patient is suffering from congestive heart failure (a condition where the heart doesn't pump blood effectively).
She was diagnosed with hypothyroidism.,She was diagnosed with hypothyroidism (an underactive thyroid).
He underwent coronary artery bypass grafting.,He underwent coronary artery bypass grafting (surgery to improve blood flow to the heart).
The patient was treated for a subdural hematoma.,The patient was treated for a subdural hematoma (a blood clot on the brain's surface).
She has a history of endometriosis.,She has a history of endometriosis (a condition where tissue similar to the uterus lining grows outside the uterus).
The patient presented with cellulitis.,The patient presented with cellulitis (a bacterial skin infection).
He was diagnosed with epilepsy.,He was diagnosed with epilepsy (a condition that causes seizures).
She is being treated for hyperthyroidism.,She is being treated for hyperthyroidism (an overactive thyroid).
He was found to have a herniated disc.,He was found to have a herniated disc (a problem with one of the discs in the spine).
She was diagnosed with polycystic ovary syndrome.,She was diagnosed with polycystic ovary syndrome (a hormonal disorder causing enlarged ovaries with cysts).
The patient is suffering from gastroesophageal reflux disease.,The patient is suffering from gastroesophageal reflux disease (a chronic digestive disease causing acid reflux).
He was given a corticosteroid injection.,He was given a corticosteroid injection (a shot to reduce inflammation).
She has been diagnosed with systemic lupus erythematosus.,She has been diagnosed with systemic lupus erythematosus (an autoimmune disease).
The patient has been treated for ischemic cardiomyopathy.,The patient has been treated for ischemic cardiomyopathy (a condition where the heart muscle is weakened due to reduced blood flow).
He was diagnosed with benign prostatic hyperplasia.,He was diagnosed with benign prostatic hyperplasia (an enlarged prostate gland).
She presented with hematemesis.,She presented with hematemesis (vomiting blood).
The patient has chronic pancreatitis.,The patient has chronic pancreatitis (long-term inflammation of the pancreas).
He underwent a lobectomy.,He underwent a lobectomy (surgery to remove a lobe of the lung).
She was diagnosed with fibromyalgia.,She was diagnosed with fibromyalgia (a condition causing widespread pain and fatigue).
The patient has a history of diverticulitis.,The patient has a history of diverticulitis (inflammation of small pouches in the colon).
He was prescribed a beta-blocker.,He was prescribed a beta-blocker (medication to reduce blood pressure and heart rate).
She is being treated for nephrolithiasis.,She is being treated for nephrolithiasis (kidney stones).
The patient has a history of chronic bronchitis.,The patient has a history of chronic bronchitis (long-term inflammation of the airways in the lungs).
He was diagnosed with meningioma.,He was diagnosed with meningioma (a type of brain tumor).
She presented with hyperemesis gravidarum.,She presented with hyperemesis gravidarum (severe morning sickness during pregnancy).
The patient has a history of atrial septal defect.,The patient has a history of atrial septal defect (a hole in the wall between the heart's upper chambers).
He underwent angioplasty.,He underwent angioplasty (a procedure to open narrowed or blocked blood vessels of the heart).
She was diagnosed with multiple sclerosis.,She was diagnosed with multiple sclerosis (a disease affecting the brain and spinal cord).
The patient is being treated for psoriatic arthritis.,The patient is being treated for psoriatic arthritis (a type of arthritis that affects some people with psoriasis).
He was given an anticonvulsant.,He was given an anticonvulsant (medication to prevent seizures).
She presented with melena.,"She presented with melena (black, tarry stools indicating bleeding in the digestive tract)."
The patient has a history of peripheral artery disease.,The patient has a history of peripheral artery disease (narrowed arteries that reduce blood flow to the limbs).
He was diagnosed with urolithiasis.,He was diagnosed with urolithiasis (urinary tract stones).
She underwent a hysterectomy.,She underwent a hysterectomy (surgery to remove the uterus).
The patient was treated for deep vein thrombophlebitis.,The patient was treated for deep vein thrombophlebitis (a blood clot in a vein causing inflammation).
He was diagnosed with chronic sinusitis.,He was diagnosed with chronic sinusitis (long-term inflammation of the sinuses).
She presented with hematuria.,She presented with hematuria (blood in the urine).
The patient has a history of Barrett's esophagus.,The patient has a history of Barrett's esophagus (a condition where the esophagus lining changes due to acid reflux).
He underwent a prostatectomy.,He underwent a prostatectomy (surgery to remove the prostate gland).
She was diagnosed with chronic fatigue syndrome.,She was diagnosed with chronic fatigue syndrome (a condition causing extreme tiredness).
The patient has a history of temporal arteritis.,The patient has a history of temporal arteritis (inflammation of blood vessels in the scalp).
He presented with hematochezia.,He presented with hematochezia (passing of fresh blood through the anus).
She was diagnosed with biliary colic.,She was diagnosed with biliary colic (pain caused by gallstones blocking the bile ducts).
The patient was treated for pleural effusion.,The patient was treated for pleural effusion (fluid buildup around the lungs).
He was diagnosed with osteomyelitis.,He was diagnosed with osteomyelitis (an infection in the bone).
She presented with vertigo.,She presented with vertigo (a sensation of spinning or dizziness).
The patient has a history of nephrotic syndrome.,The patient has a history of nephrotic syndrome (a kidney disorder causing the body to excrete too much protein in the urine).
He was diagnosed with pancreatitis.,He was diagnosed with pancreatitis (inflammation of the pancreas).
She underwent an appendectomy.,She underwent an appendectomy (surgery to remove the appendix).
The patient was treated for ischemic colitis.,The patient was treated for ischemic colitis (inflammation of the colon due to reduced blood flow).
He was diagnosed with polymyositis.,He was diagnosed with polymyositis (a disease causing muscle inflammation and weakness).
She presented with jaundice.,She presented with jaundice (yellowing of the skin and eyes).
The patient has a history of ulcerative colitis.,The patient has a history of ulcerative colitis (a chronic inflammatory bowel disease).
He was diagnosed with Bell's palsy.,He was diagnosed with Bell's palsy (a condition causing temporary facial paralysis).
She was diagnosed with thrombocytopenia.,She was diagnosed with thrombocytopenia (a condition with low platelet count in the blood).
The patient was treated for encephalitis.,The patient was treated for encephalitis (inflammation of the brain).
He was given an antihistamine.,He was given an antihistamine (medication to treat allergic reactions).
She presented with ascites.,She presented with ascites (abnormal fluid buildup in the abdomen).
The patient has a history of ischemic stroke.,The patient has a history of ischemic stroke (a stroke caused by a blocked blood vessel in the brain).
He was diagnosed with amyotrophic lateral sclerosis.,He was diagnosed with amyotrophic lateral sclerosis (a disease affecting nerve cells in the brain and spinal cord).
She underwent a lumpectomy.,She underwent a lumpectomy (surgery to remove a lump from the breast).
The patient was treated for meningitis.,The patient was treated for meningitis (inflammation of the membranes covering the brain and spinal cord).
He was diagnosed with chronic venous insufficiency.,He was diagnosed with chronic venous insufficiency (a condition where veins have trouble sending blood from the legs back to the heart).
She presented with purpura.,She presented with purpura (small purple spots on the skin caused by bleeding under the skin).
The patient has a history of chronic hepatitis.,The patient has a history of chronic hepatitis (long-term inflammation of the liver).
He was given an anxiolytic.,He was given an anxiolytic (medication to reduce anxiety).
She was diagnosed with hidradenitis suppurativa.,She was diagnosed with hidradenitis suppurativa (a skin condition causing painful lumps under the skin).
He was diagnosed with retinopathy.,He was diagnosed with retinopathy (damage to the retina of the eye).
She presented with oliguria.,She presented with oliguria (producing less urine than normal).
The patient has a history of chronic eczema.,The patient has a history of chronic eczema (long-term skin condition causing itchy and inflamed skin).
He was diagnosed with hypertrophic cardiomyopathy.,He was diagnosed with hypertrophic cardiomyopathy (a condition where the heart muscle becomes abnormally thick).
She was treated for community-acquired pneumonia.,She was treated for community-acquired pneumonia (a lung infection acquired outside of a hospital setting).
The patient has a history of chronic rhinosinusitis.,The patient has a history of chronic rhinosinusitis (long-term inflammation of the nasal passages and sinuses).
He was given a proton pump inhibitor.,He was given a proton pump inhibitor (medication to reduce stomach acid).
She presented with priapism.,She presented with priapism (a prolonged and painful erection).
The patient has a history of chronic kidney disease.,The patient has a history of chronic kidney disease (long-term kidney damage that reduces kidney function).
He was diagnosed with ankylosing spondylitis.,He was diagnosed with ankylosing spondylitis (a type of arthritis affecting the spine).
She underwent an endoscopic retrograde cholangiopancreatography.,She underwent an endoscopic retrograde cholangiopancreatography (a procedure to examine the bile and pancreatic ducts).
The patient was treated for pulmonary embolism.,The patient was treated for pulmonary embolism (a blood clot in the lungs).
He was diagnosed with restless legs syndrome.,He was diagnosed with restless legs syndrome (a condition causing an uncontrollable urge to move the legs).
She presented with erythema.,She presented with erythema (redness of the skin).
The patient has a history of chronic migraine.,"The patient has a history of chronic migraine (frequent, severe headaches)."
He was diagnosed with acromegaly.,He was diagnosed with acromegaly (a condition where the body produces too much growth hormone).
She was treated for pyelonephritis.,She was treated for pyelonephritis (a kidney infection).
The patient has a history of chronic prostatitis.,The patient has a history of chronic prostatitis (long-term inflammation of the prostate gland).
He was given an antiemetic.,He was given an antiemetic (medication to prevent nausea and vomiting).
She presented with hypokalemia.,She presented with hypokalemia (low potassium levels in the blood).
The patient has a history of chronic pelvic pain syndrome.,The patient has a history of chronic pelvic pain syndrome (long-term pain in the pelvic area).
He was diagnosed with Sjogren's syndrome.,He was diagnosed with Sjogren's syndrome (an autoimmune disease causing dry mouth and eyes).
She underwent a colostomy.,She underwent a colostomy (surgery to create an opening for the colon through the abdomen).
The patient was treated for osteosarcoma.,The patient was treated for osteosarcoma (a type of bone cancer).
He was diagnosed with chronic lymphocytic leukemia.,He was diagnosed with chronic lymphocytic leukemia (a type of blood cancer).
She presented with proteinuria.,She presented with proteinuria (excess protein in the urine).
The patient has a history of chronic tonsillitis.,The patient has a history of chronic tonsillitis (long-term inflammation of the tonsils).
He was given a muscle relaxant.,He was given a muscle relaxant (medication to relieve muscle spasms).
She presented with hypercapnia.,She presented with hypercapnia (excess carbon dioxide in the bloodstream).
The patient has a history of chronic urticaria.,The patient has a history of chronic urticaria (long-term hives).
He was diagnosed with interstitial cystitis.,He was diagnosed with interstitial cystitis (a chronic bladder condition causing pain and frequent urination).
She underwent a barium swallow.,She underwent a barium swallow (a test to examine the esophagus and stomach using barium and X-rays).
The patient was treated for multiple myeloma.,The patient was treated for multiple myeloma (a type of blood cancer affecting plasma cells).
He was diagnosed with rheumatoid nodules.,He was diagnosed with rheumatoid nodules (firm lumps under the skin associated with rheumatoid arthritis).
She presented with leukoplakia.,She presented with leukoplakia (white patches in the mouth).
The patient has a history of chronic otitis media.,The patient has a history of chronic otitis media (long-term ear infection).
He was given an antiviral medication.,He was given an antiviral medication (medicine to treat viral infections).
She presented with hypercalcemia.,She presented with hypercalcemia (high levels of calcium in the blood).
The patient has a history of chronic sinusitis.,The patient has a history of chronic sinusitis (long-term inflammation of the sinuses).
He was diagnosed with Addison's disease.,He was diagnosed with Addison's disease (a disorder where the adrenal glands don't produce enough hormones).
She was treated for aortic aneurysm.,She was treated for aortic aneurysm (a bulge in the wall of the aorta).
The patient has a history of chronic pancreatitis.,The patient has a history of chronic pancreatitis (long-term inflammation of the pancreas).
He was given an immunosuppressant.,He was given an immunosuppressant (medication to suppress the immune system).
She presented with lymphedema.,She presented with lymphedema (swelling due to lymph fluid buildup).
The patient has a history of chronic gingivitis.,The patient has a history of chronic gingivitis (long-term gum inflammation).
He was diagnosed with vitiligo.,He was diagnosed with vitiligo (a condition causing loss of skin color in patches).
She underwent a skin graft.,She underwent a skin graft (a surgical procedure to replace damaged skin).
The patient was treated for Hodgkin's lymphoma.,The patient was treated for Hodgkin's lymphoma (a type of cancer affecting the lymphatic system).
He was diagnosed with chronic venous ulcers.,He was diagnosed with chronic venous ulcers (long-term sores on the legs caused by poor blood circulation).
She presented with hyperglycemia.,She presented with hyperglycemia (high blood sugar levels).
The patient has a history of chronic bronchitis.,The patient has a history of chronic bronchitis (long-term inflammation of the airways in the lungs).
He was diagnosed with Parkinson's disease.,He was diagnosed with Parkinson's disease (a disorder affecting movement).
She was treated for thyroid storm.,She was treated for thyroid storm (a life-threatening condition due to an overactive thyroid).
The patient has a history of chronic pharyngitis.,The patient has a history of chronic pharyngitis (long-term throat inflammation).
He was given an anti-inflammatory medication.,He was given an anti-inflammatory medication (medicine to reduce inflammation).
She presented with hyperpigmentation.,She presented with hyperpigmentation (darkening of the skin).
The patient has a history of chronic dermatitis.,The patient has a history of chronic dermatitis (long-term skin inflammation).
He was diagnosed with diabetic neuropathy.,He was diagnosed with diabetic neuropathy (nerve damage caused by diabetes).
She was treated for pulmonary fibrosis.,She was treated for pulmonary fibrosis (a lung disease causing tissue to become thick and stiff).
The patient has a history of chronic pyelonephritis.,The patient has a history of chronic pyelonephritis (long-term kidney infection).
He was given an antihypertensive medication.,He was given an antihypertensive medication (medicine to lower blood pressure).
She presented with hypoalbuminemia.,She presented with hypoalbuminemia (low levels of albumin in the blood).
The patient has a history of chronic seborrheic dermatitis.,The patient has a history of chronic seborrheic dermatitis (long-term skin condition causing scaly patches and red skin).
He was diagnosed with chronic fatigue syndrome.,He was diagnosed with chronic fatigue syndrome (a condition causing extreme tiredness).
She was treated for systemic lupus erythematosus.,She was treated for systemic lupus erythematosus (an autoimmune disease).
The patient has a history of chronic pancreatitis.,The patient has a history of chronic pancreatitis (long-term inflammation of the pancreas).
He was given an antihistamine.,He was given an antihistamine (medication to treat allergic reactions).
She presented with ascites.,She presented with ascites (abnormal fluid buildup in the abdomen).
The patient has a history of ischemic stroke.,The patient has a history of ischemic stroke (a stroke caused by a blocked blood vessel in the brain).
He was diagnosed with amyotrophic lateral sclerosis.,He was diagnosed with amyotrophic lateral sclerosis (a disease affecting nerve cells in the brain and spinal cord).
She underwent a lumpectomy.,She underwent a lumpectomy (surgery to remove a lump from the breast).
The patient was treated for meningitis.,The patient was treated for meningitis (inflammation of the membranes covering the brain and spinal cord).
He was diagnosed with chronic venous insufficiency.,He was diagnosed with chronic venous insufficiency (a condition where veins have trouble sending blood from the legs back to the heart).
She presented with purpura.,She presented with purpura (small purple spots on the skin caused by bleeding under the skin).
The patient has a history of chronic hepatitis.,The patient has a history of chronic hepatitis (long-term inflammation of the liver).
He was given an anxiolytic.,He was given an anxiolytic (medication to reduce anxiety).
